Model,Band_Selection,N_Bands,OA,AA,Kappa
0.65257305,0.71487015,0.50831795,0.5590321,0.91230184,0.9494229
2.1808422,1.968071,1.9320052,2.1721714,2.9430676,2.6543448
-0.36906445,-0.4524701,-0.25681883,-0.6048787,-1.2220743,-1.2441707
-0.7012362,-0.5620795,-0.7174235,-0.5417639,0.518582,0.48246983
0.39855933,0.31844944,0.3941184,0.20447549,-0.39319032,-0.61432695
1.5569735,1.4291581,1.4409473,1.3071278,1.2852997,1.4598135
-0.05503653,-0.13277599,-0.085519545,-0.1649316,-0.5693281,-0.3971395
0.58278906,0.5102659,0.42837825,0.51262414,0.08341793,0.05895423
0.28690496,0.15768895,0.22281915,0.2731592,0.37352732,0.35215732
-2.7682376,-2.6720607,-2.281957,-2.65054,-1.999153,-2.0043268
-0.14994274,-0.12364187,-0.1730725,-0.46565494,-1.3567679,-1.1572957
0.6204724,0.43536615,0.5197379,0.6202905,0.85013556,0.73223543
0.13058886,0.05721366,0.09719967,-0.28930482,-0.65221655,-0.7229207
1.8528576,1.8913444,1.7454793,2.2204356,2.3006823,2.143954
-0.08713716,-0.09806634,-0.12358604,-0.027564136,-0.020192562,-0.04963951
0.8758818,1.0363911,1.0031825,1.36653,1.9587677,2.143954
-0.06480629,0.033464953,0.013453368,-0.18535109,-0.9008817,-1.0269833
-2.5128284,-2.5734124,-2.434223,-2.5298796,-1.8748204,-1.8848737
0.6888607,0.8738038,0.89278966,1.0008355,1.399271,1.5032511
-0.18343906,-0.21863669,-0.024613136,-0.32643119,-0.7143828,-0.788077
-0.089928515,-0.07066399,0.02487332,-0.15193738,-0.32066298,-0.28854576
-1.3823278,-1.4426085,-1.5282401,-1.2137507,0.041973732,-0.027920762
-2.4193177,-2.6501389,-2.7654014,-2.5113163,-1.8748204,-1.9174519
0.71537864,0.7203506,0.91562957,0.5738826,0.311361,0.25442296
-0.680301,-0.4067995,-0.5461242,-0.5863155,-0.84907645,-0.8206551
0.54789704,0.28191295,0.41315165,0.16734914,-0.44499555,-0.36456138
1.9017063,1.8182715,1.802579,2.0255225,2.5907917,2.3611417
0.25620002,0.4554612,0.27611223,0.4031014,-0.020192562,0.18926673
1.8556489,1.7232767,1.7416726,1.9085745,2.248877,2.2199697
1.4955635,1.4583873,1.4066875,1.2959899,0.72580296,0.6127823
0.12919319,0.19057177,0.06674647,-0.1537937,-0.7661881,-0.7554988
-2.353721,-2.452842,-2.476096,-2.2941272,-1.8230151,-1.8522956
1.3615783,1.3469511,1.0983487,1.0323929,0.59110934,0.55848545
0.617681,0.7495798,0.6263241,0.8374796,1.2749386,1.3620791
1.8458792,1.7890424,1.8216124,2.0348039,2.5389864,2.3502822
0.12361047,0.14124754,0.11242627,-0.32086223,-0.963048,-1.135577
1.2806289,1.1569614,1.0983487,1.0193987,0.28027788,0.2870011
-0.010374781,-0.06701034,-0.14642595,0.1617802,0.17666738,0.2001261
0.74747926,0.6491045,0.9613094,0.8708933,0.52894306,0.81911045
0.4711347,0.54132193,0.3636652,0.752089,0.8086914,0.72137606
0.4711347,0.46824896,0.70245713,0.59430206,0.6636367,0.5693448
-0.2629928,-0.09989316,-0.11597275,-0.20577057,-0.9423259,-0.8315145
-0.10946803,-0.096239515,-0.06267964,-0.10738577,-0.009831512,-0.1365145
0.025912888,0.12115248,0.17713934,-0.046127304,-0.6418555,-0.74463946
0.80330646,1.14052,1.0450556,1.2941335,1.7515467,1.677001
0.22689074,0.45911485,0.55399776,0.05040118,-0.82835436,-0.701202
-0.32161134,-0.18940751,-0.40147156,-0.5844592,-1.170269,-1.2658894
0.31481856,0.48103672,0.54638445,0.7186753,0.6843588,0.9059854
-0.75008494,-0.556599,-0.8544629,-0.56775236,0.953746,0.8082511
-0.2783453,-0.15835151,-0.0131931845,-0.36912647,-0.46571764,-0.53831136
1.2903986,1.2062857,1.1021554,1.1047893,0.6118314,0.48246983
-0.6565744,-0.6059233,-0.9039494,-0.5863155,-0.17560828,-0.1365145
0.88146454,0.76236755,0.9575027,0.9674218,0.6947198,0.7756729
-0.5770207,-0.6442866,-0.5613508,-0.4842181,0.37352732,0.2001261
-0.15692113,-0.12546869,-0.19971906,-0.20205794,0.031612683,-0.04963951
0.017538812,0.11932566,0.27611223,0.2731592,0.16630633,0.3195792
0.7084002,0.69112146,0.5121246,0.8504738,0.91230184,1.1666104
0.52696186,0.57603157,0.72529703,0.7595143,1.0366344,0.9494229
-0.042475414,-0.11268093,-0.089326195,0.13764808,0.36316624,0.12411048
0.073365994,0.21066684,0.009646718,0.20447549,-0.12380305,-0.12565513
-0.937106,-1.0333999,-1.0904752,-0.9093147,-0.061636757,-0.14737387
0.31481856,0.22162777,0.4245716,0.3492682,0.010890585,-0.060498886
1.1550177,1.1514809,1.1973217,0.98412865,0.6118314,0.55848545
0.360876,0.3604664,0.35224524,0.2824408,-0.051275708,0.06981361
-0.06341061,0.17778401,0.081973076,0.13393544,0.0005295364,-0.017061388
-0.9817678,-1.1795459,-1.1133151,-0.97242945,-0.44499555,-0.4731551
-2.249045,-2.6136024,-2.5712624,-2.496466,-1.8748204,-1.8740144
0.6539687,0.7605407,0.8052367,0.95071495,1.6375751,1.590126
0.91356516,0.8427478,0.9993759,1.0825135,0.6221925,0.5367667
-1.11994,-1.0352268,-0.9724691,-0.9575789,0.114501074,0.12411048
-1.325105,-1.2361773,-1.2313213,-1.1135095,-0.051275708,-0.038780138
-0.40116507,-0.3063242,-0.37101835,-0.56589603,-0.97340906,-1.1138582
-0.020144539,-0.0067251627,-0.043646388,-0.0349894,-0.48643976,-0.45143637
1.1731616,1.1660955,1.2848747,1.1140709,0.74652505,0.7865323
0.18362468,0.24172285,0.16571939,0.23232025,0.23883367,0.24356359
0.291092,0.3239299,0.081973076,0.27872816,0.3528052,0.42817295
0.05103512,0.035291776,0.074359775,-0.06283416,-0.42427346,-0.4731551
-0.25741008,-0.0067251627,0.02487332,0.15064229,0.18702842,0.3630167
-2.3690734,-2.5953343,-2.5788755,-2.463052,-1.791932,-1.8957331
-0.096906915,-0.11268093,-0.1578459,-0.025707819,0.19738947,0.2001261
0.4013507,0.52305365,0.5806443,0.72610056,0.8812187,0.8299698
-0.47932315,-0.56025267,-0.79736316,-0.46565494,0.52894306,0.5693448
-0.16110818,0.017023543,-0.05506634,0.04297591,0.031612683,0.06981361
1.9938211,1.7652937,1.8596789,1.9531261,2.3939319,2.3068447
0.3050488,0.15951578,0.08958638,0.026269058,-0.5900502,-0.58174884
-0.1722736,0.007889425,-0.07790624,-0.22433373,-0.6418555,-0.41885823
-0.2755539,-0.2350781,-0.33295184,-0.35798857,-0.6418555,-0.7554988
0.15152405,0.34219813,0.26469228,0.4346588,0.38388836,0.3630167
0.30086178,0.2782593,0.20759255,0.15249862,-0.44499555,-0.6251864
-0.58120775,-0.41045314,-0.3976649,-0.36912647,-0.54860604,-0.6251864
-0.31463295,-0.01585928,-0.06648629,-0.14636843,-0.4760787,-0.40799886
-0.23787056,-0.11633457,-0.19971906,0.07824593,0.13522317,0.21098547
1.1145431,1.284839,1.0793155,1.0750881,0.44605464,0.64536047
-2.709619,-2.772536,-2.3809297,-2.6876664,-1.9577087,-2.0260456
-0.17785633,-0.04691528,-0.17687915,-0.11481103,-0.34138507,-0.10393638
1.1619961,1.069274,0.93085617,1.026824,0.6429146,0.5476261
0.028704247,0.029811306,-0.043646388,0.12279754,0.23883367,0.35215732
-2.657979,-2.6227365,-2.7197216,-2.5874255,-1.8644593,-1.9717488
-2.470958,-2.5734124,-2.5826821,-2.4704773,-1.7194047,-1.7654207
-0.31602862,-0.29536328,-0.39385825,-0.47864914,-1.1391858,-0.961827
0.38320687,0.20153272,0.10481297,0.15621124,0.12486212,0.17840734
-0.47374043,-0.27161455,-0.40908483,-0.42110333,-0.9216038,-0.90753007
0.3399408,0.2380692,0.25327232,0.42537722,0.72580296,0.86254793
-2.3258073,-2.3450594,-2.202017,-2.2996962,-1.6883215,-1.9608895
2.360885,2.0210488,1.9624584,2.2427115,3.305704,3.1755948
-0.2783453,-0.19306116,-0.21875231,-0.24846587,-0.08235885,-0.08221763
-0.6398263,-0.66803527,-0.81258976,-0.81835514,-1.2842405,-1.048702
-0.73473245,-0.68264985,-0.8240097,-0.7403898,-1.0873805,-1.0921395
0.74887496,0.7002556,0.6948438,0.78550273,0.953746,0.98200107
0.8856516,0.9450499,0.7062638,0.8653244,1.2645775,1.2969229
0.94427013,0.94322306,1.1135753,1.015686,0.7776082,0.4064542
-0.16250385,-0.04691528,0.017260019,-0.0034320147,0.24919473,0.048094857
0.7614361,0.612568,0.53877115,0.57017,0.24919473,0.26528233
0.83261573,0.8500551,0.73291034,0.79664063,0.953746,0.9385635
-0.08295012,-0.12729552,-0.0969395,-0.19648899,-0.10308095,-0.19081138
0.57441497,0.6929483,0.74813694,0.5868768,0.093778975,0.2870011
-0.16389954,-0.17113928,-0.05887299,-0.15565,0.010890585,-0.10393638
-0.34812924,-0.32276562,-0.42811808,-0.42295966,-0.963048,-0.79893637
-0.20437425,-0.1802734,-0.3900516,-0.10181682,-0.38282925,-0.440577
1.0489461,0.99254733,0.77859014,0.8133475,0.3942494,0.44989172
0.8758818,0.8811111,1.0602822,0.89688176,0.8604966,0.7865323
-0.2895107,-0.47073832,-0.54231757,-0.32271853,0.3320831,0.29786047
0.9037954,0.9066866,1.0831221,0.8486175,0.943385,0.9494229
-0.12482051,-0.22959763,-0.1273927,-0.13151789,-0.7869102,-0.94010824
-0.10248963,-0.074317634,-0.11597275,-0.32643119,-0.89052063,-0.8858113
-0.33556813,-0.16748564,-0.23397891,-0.21876478,-0.6107723,-0.6469051
0.084531434,0.08826966,0.24565904,-0.11481103,-0.5175229,-0.33198324
1.0670899,1.2811854,1.2391949,1.3553921,2.3006823,2.285126
2.547906,2.3699722,2.305057,2.3856478,3.0984833,3.0561416
-2.487706,-2.6647534,-2.7463682,-2.6282644,-1.9784309,-1.9391706
-0.575625,-0.4378555,-0.591804,-0.56589603,-1.0355754,-1.1790144
-0.17087793,-0.06518352,-0.1578459,-0.10181682,-0.538245,-0.42971763
-0.4681577,-0.39583856,-0.5879974,-0.5918845,-0.97340906,-0.8966707
1.3420388,1.182537,1.3229412,1.0917951,0.4978599,0.4933292
-0.36627308,-0.40862632,-0.37863165,-0.57703394,-1.0252143,-0.97268635
0.64280325,0.5650706,1.0336357,0.8244854,1.2127723,1.210048
0.0021863356,0.2161473,0.15810609,-0.15565,-0.8801596,-0.7337801
0.80470216,0.685641,0.9955692,0.7632269,0.99519026,0.99286044
-2.4653752,-2.567932,-2.639782,-2.444489,-1.8022931,-1.8305769
0.42228588,0.3385445,0.2418524,0.15806757,-0.80763227,-0.79893637
1.1047733,1.0601398,1.0793155,1.1085019,0.6739977,0.8299698
-0.26578414,-0.20584893,-0.25301218,-0.15008105,-0.4760787,-0.38628012
-0.1876261,-0.13825646,-0.1654592,-0.016426234,0.15594527,0.29786047
-0.898027,-0.6077501,-0.9344026,-0.642005,0.7568861,0.62364167
0.077553034,0.122979306,0.20759255,0.10980332,-0.1341641,-0.11479575
-0.13319458,-0.06335669,0.1885593,0.12094122,0.16630633,0.16754799
0.14454566,0.09009648,0.16191274,0.18034336,-0.10308095,-0.07135826
-1.803823,-1.7129784,-1.6652795,-1.5441751,-0.009831512,-0.1365145
1.0126584,0.871977,0.9346628,1.021255,0.6739977,0.62364167
-0.26438847,-0.05787622,-0.13881265,-0.2521785,-0.82835436,-0.74463946
0.8856516,0.8884184,1.1973217,1.056525,1.7619078,1.7964541
0.5716236,0.6801605,0.63013077,0.8244854,1.1298839,1.6444229
-1.1031919,-1.0443609,-1.0371821,-1.0726706,-0.68329966,-0.701202
0.34273216,0.38969555,0.31417874,0.36597505,-0.020192562,0.18926673
0.15291974,0.26729837,0.078166425,0.24902709,0.08341793,0.09153236
-0.48490587,-0.48352608,-0.47760454,-0.28373587,0.093778975,0.24356359
2.44323,2.0137415,2.0043316,2.0626488,2.435376,2.4480166
-0.5853948,-0.7191863,-0.8163964,-0.5603271,1.0055513,1.0145792
-0.16250385,-0.07797128,-0.085519545,-0.10738577,-0.40355137,-0.353702
1.0963992,0.9980278,0.7976234,1.1920362,1.4821595,1.4489541
0.26178274,0.17778401,0.08958638,0.35112453,0.28027788,0.3738761
-0.2420576,-0.18758069,-0.16165255,-0.17235686,-0.22741354,-0.25596762
0.071970314,-0.21315622,-0.3595984,-0.495356,-1.0977416,-1.3310457
1.0126584,0.9815864,1.1973217,1.0193987,0.6636367,0.34129795
-2.2853324,-2.2738132,-2.1982105,-2.1437657,-1.8955425,-1.8088582
-0.08295012,-0.17479293,-0.07409959,-0.24289691,-0.17560828,-0.16909263
0.56464523,0.7020824,0.60729086,0.72053164,0.6636367,0.8299698
-0.15133841,-0.010378811,-0.1578459,-0.11666735,-0.4553566,-0.3971395
1.0419676,0.9998546,1.4828205,0.792928,0.5393041,0.48246983
0.6693212,1.0838885,0.6986505,0.9692781,1.2956606,1.2317667
-0.38720828,-0.43237504,-0.2834654,-0.27631062,0.36316624,0.4933292
-0.8352214,-0.7246668,-0.77452326,-0.67727506,0.9226629,0.5693448
1.4495062,1.326856,1.3229412,1.1864672,0.46677676,0.59106356
0.011956093,0.115672015,0.20759255,0.22860761,0.20775053,0.05895423
0.4767174,0.54314876,0.61490417,0.7409511,1.2749386,1.5032511
0.3678544,0.4627685,0.6034842,0.61286527,0.3528052,0.6127823
0.48648715,0.6417972,0.5425778,0.38825086,-0.38282925,-0.37542075
0.27434385,0.32027626,0.333212,0.13950439,-0.2895798,-0.25596762
0.32877535,0.50843906,0.36747184,0.58873314,0.3320831,0.41731358
-0.21972673,-0.050568927,-0.089326195,-0.12409262,-0.08235885,-0.36456138
-0.12202915,-0.07614446,-0.25301218,-0.33200014,-0.95268697,-1.25503
-0.45140955,-0.26613408,-0.34056515,-0.4767928,-0.95268697,-1.0269833
-0.3299854,-0.3465143,-0.39385825,-0.45451704,-0.89052063,-0.9835457
1.1396652,1.0711007,0.9346628,0.9655655,0.6221925,0.7539542
1.0140541,0.9815864,1.0602822,1.2161683,1.4407153,2.111376
0.9973059,1.2574368,1.204935,1.2829957,2.3524876,2.0896573
-0.33417246,-0.41045314,-0.43953803,-0.48050547,-1.0562974,-1.2333113
-2.514224,-2.4364007,-2.5179691,-2.4463453,-1.8333762,-1.9826082
-0.092719875,-0.06152987,-0.10074615,-0.27631062,-0.8594375,-0.91838944
0.8702991,0.85370874,0.9346628,1.0825135,1.7204636,1.4598135
0.41391182,0.31296897,0.24946569,0.3826819,-0.009831512,0.3195792
-0.12621619,0.05356001,0.081973076,0.13393544,0.25955576,0.2001261
-0.81428623,-0.76485693,-0.6717437,-0.56775236,0.3528052,0.21098547
-0.5044454,-0.54198444,-0.69839025,-0.4712239,-0.061636757,-0.027920762
0.073365994,0.0133698955,-0.1959124,-0.13708684,-0.7661881,-0.6577645
0.7377095,0.9907205,0.9841493,0.9896976,1.2956606,1.2860636
0.108257994,0.09740378,0.1885593,0.015131155,-0.80763227,-0.8640926
-0.25322303,-0.18210022,-0.06267964,0.00028061937,0.05233478,-0.14737387
-1.0976092,-1.2252164,-1.060022,-0.9353031,0.3528052,0.13496986
0.0524308,0.18326448,0.15049279,0.08010225,-0.29994088,-0.23424888
0.58976746,0.5851657,0.76336354,0.80777854,0.91230184,1.0362979
2.0524397,1.8657689,1.8558722,1.923425,1.824074,1.763876
0.5660409,0.65458494,0.7443303,0.8504738,1.38891,1.4272354
0.3943723,0.34402496,0.22281915,0.15435493,0.0005295364,-0.15823326
-0.19181314,-0.18940751,-0.10835945,-0.14822474,-0.86979854,-1.0052644
-2.697058,-2.7433069,-2.4951293,-2.6746724,-1.988792,-1.9826082
-0.62726516,-0.5291967,-0.7174235,-0.52320075,-0.9216038,-1.0704207
-0.2755539,-0.19123434,0.055326525,-0.21319583,0.07305688,0.048094857
-0.8170776,-0.8342762,-0.99911565,-0.66613716,1.0677176,0.9602823
0.24643026,0.32210308,0.27991888,0.2917224,0.010890585,0.14582923
0.88844293,1.0108155,1.368621,0.9544276,0.6429146,0.6127823
-0.8491782,-0.73197407,-0.6869703,-0.5844592,0.9744681,0.8299698
1.1033776,1.2483026,1.2391949,1.0398182,1.0262734,0.99286044
-0.045266774,-0.24603903,-0.043646388,-0.15936264,-0.27921876,-0.24510826
0.18362468,0.1302866,0.26088563,0.12279754,0.010890585,-0.21253014
-2.3774474,-2.4601493,-2.5331957,-2.3795178,-1.6675994,-1.9174519
-2.2825413,-2.4820712,-2.4456427,-2.3145468,-1.6365162,-1.8088582
0.33017105,0.2453765,0.3179854,0.32142347,-0.113442004,0.015516735
-0.46955338,-0.30997786,-0.39385825,-0.5027813,-0.7661881,-0.8858113
-0.36348173,-0.36112893,-0.3139186,-0.49164337,-1.0459363,-0.9835457
-0.14017299,-0.0012446922,-0.07029294,0.15992388,0.38388836,0.25442296
0.63722056,0.70756286,0.649164,0.80963486,1.0988008,1.1123135
-0.06620197,0.07548189,0.2266258,0.21932602,0.15594527,0.24356359
0.17106357,0.19787908,0.23804575,0.27501553,0.2699168,0.21098547
-2.6803098,-2.70129,-2.3390565,-2.6282644,-1.9059036,-1.9065925
0.6539687,0.76419437,0.8204633,0.89502543,1.378549,1.4706728
-0.2155397,-0.32459244,-0.42431143,-0.60116607,-1.1184638,-1.1138582
-0.10667667,-0.22594398,-0.07029294,-0.07582838,0.37352732,0.3630167
0.014747452,0.06634778,0.23804575,-0.020138867,-0.745466,-0.7229207
0.5632495,0.7185238,0.7138771,0.8486175,0.85013556,1.0580167
-0.29230207,-0.20036846,-0.3367585,-0.14265579,-0.50716186,-0.54917073
0.63024217,0.38238826,0.5121246,0.58873314,0.7568861,0.9602823
0.2980704,0.25085697,0.2266258,0.3604061,0.23883367,0.102391735
0.080344394,0.038945425,0.059133172,0.22489497,0.38388836,0.26528233
-0.2015829,-0.074317634,-0.15403925,-0.37655175,-0.95268697,-1.0595614
1.0252196,1.1058104,0.8052367,0.9748471,0.74652505,0.8299698
-0.10667667,-0.05787622,-0.10835945,0.13022281,0.20775053,0.24356359
0.7614361,0.7970772,0.81285,0.9228702,1.4821595,1.2860636
0.032891285,0.13394025,0.03248662,-0.04798362,-0.67293864,-0.8966707
-0.0843458,0.0133698955,-0.093132846,-0.32457486,-1.0355754,-1.1681551
-0.2281008,-0.24055856,-0.22255896,-0.21690847,0.23883367,0.26528233
-0.14156866,-0.11633457,-0.05887299,-0.31158063,-0.3517461,-0.32112387
0.57441497,0.49747813,0.3560519,0.6147216,0.52894306,0.6019229
1.1522263,1.1112908,1.105962,1.1307777,0.60147035,0.48246983
-0.3299854,-0.18940751,-0.25681883,-0.55475813,-1.190991,-0.9944051
-0.046662454,-0.04508846,-0.039839737,-0.07768469,-0.46571764,-0.15823326
0.9959103,0.9066866,0.80143005,0.980416,0.76724714,0.81911045
-1.0948178,-1.1046461,-0.99150234,-0.9204526,0.8190524,0.65621984
0.098488234,0.044425894,-0.10835945,-0.29116115,-0.7351049,-0.67948323
1.1382695,1.0711007,1.0945421,1.1827545,1.9484067,1.6335635
0.68606937,0.98706686,0.5882576,0.85233015,1.2542164,1.1883292
0.8982127,1.0382179,1.1897084,0.92843914,1.0262734,1.2860636
-0.11086371,-0.04143481,-0.081712894,-0.083253644,-0.46571764,-0.440577


Method,N_Bands,OA,AA,Kappa,Selected_Bands
PCA Loadings,6,0.8226,0.8295,0.8077,"[0, 11, 32, 90, 143, 144]"
Mutual Information,6,0.7374,0.7483,0.7158,"[84, 88, 91, 92, 100, 105]"
K-Means Clustering,6,0.9251,0.9339,0.9189,"[14, 39, 57, 71, 105, 133]"
Laplacian Score,6,0.8585,0.8698,0.8467,"[71, 91, 97, 99, 101, 103]"
Genetic Algorithm,6,0.9487,0.9537,0.9445,"[6, 25, 27, 32, 41, 99]"
QPSO,6,0.9528,0.9579,0.9489,"[26, 31, 36, 39, 70, 86]"
Quantum Amplitude (Qiskit),6,0.8236,0.8392,0.8091,"[47, 60, 61, 63, 125, 127]"


Method,N_Bands,Selected_Bands
PCA Loadings,6,"[0, 11, 32, 90, 143, 144]"
Mutual Information,6,"[84, 88, 91, 92, 100, 105]"
K-Means,6,"[14, 39, 57, 71, 105, 133]"
Laplacian Score,6,"[71, 91, 97, 99, 101, 103]"
Genetic Algorithm,6,"[6, 25, 27, 32, 41, 99]"
QPSO,6,"[26, 31, 36, 39, 70, 86]"
Quantum,6,"[47, 60, 61, 63, 125, 127]"


0
11
7
13
11
11
3
10
5
2
9
10
12
10
7
5
4
14
11
3
7
7
11
9
8
7
5
9
3
13
1
1
13
7
12
8
9
6
3
9
1
13
5
8
5
1
11
8
5
8
7
3
2
4
5
12
6
6
10
13
4
8
9
12
14
13
9
7
4
10
2
9
6
7
14
3
1
10
12
5
11
10
6
12
13
5
13
13
7
2
8
12
13
6
9
1
1
14
7
1
13
1
11
10
14
1
1
9
13
3
8
1
10
9
9
11
12
12
13
9
11
7
3
7
11
10
5
11
13
11
1
5
7
14
2
7
12
6
4
11
9
13
9
12
10
7
6
9
9
6
6
4
8
14
2
11
4
5
11
4
10
12
4
7
14
10
11
1
9
10
4
3
9
11
4
1
13
5
8
11
3
8
6
8
5
8
5
9
9
10
1
8
12
7
12
10
12
4
8
9
2
3
12
6
3
8
11
7
12
11
6
13
2
4
2
1
3
9
9
5
5
7
11
7
12
5
4
12
3
9
10
1
3
12
7
6
11
5
3
10
13
9
3
5
11
4
14
6
8
8
11
13
6
1
1
3
4
3
6
14
1
3
3
10
6
1
7
11
10
3
13
1
9
4
4
9
1
4
9
6
7
7
11
5
3
13
6
10
7
10
8
6
11
2
11
6
11
12
6
9
9
11
11
7
1
6
2
11
5
9
13
7
7
6
9
6
5
3
8
10
8
7
9
4
10
14
3
10
4
9
7
1
11
10
11
12
10
13
12
3
12
6
6
13
10
3
7
1
11
10
10
9
1
1
10
8
5
11
11
6
5
9
8
1
9
4
8
10
5
3
3
9
12
3
6
11
11
1
2
11
14
3
7
10
11
2
9
4
6
6
1
1
6
8
9
3
8
4
9
12
5
5
3
6
13
13
5
3
9
4
8
9
9
10
13
8
6
3
6
9
11
4
1
4
7
6
5
2
6
2
1
13
3
13
1
1
6
11
7
13
6
6
5
7
5
8
13
1
13
4
5
11
1
4
12
3
11
8
10
7
7
13
10
13
9
10
1
11
10
1
9
11
6
10
12
6
8
1
11
12
10
10
7
5
8
10
13
10
12
11
7
3
11
13
10
14
4
13
3
11
11
7
10
9
4
1
3
5
9
4
11
9
8
6
9
5
3
12
13
8
2
5
7
8
4
12
11
8
6
4
1
2
8
7
5
8
14
12
7
9
8
5
12
8
8
7
4
7
11
9
6
1
5
10
1
5
12
3
11
5
1
14
5
12
6
5
13
13
9
7
5
4
4
6
13
5
12
13
6
1
7
4
10
8
9
10
1
3
1
5
1
4
4
10
12
1
9
2
12
9
11
2
4
11
5
4
4
13
7
4
3
3
1
1
10
13
2
7
1
4
10
8
9
8
13
6
9
12
9
4
13
11
8
11
6
8
5
14
5
4
4
2
2
7
14
5
11
1
10
9
6
2
9
10
14
5
6
9
13
9
5
3
9
6
6
7
2
10
7
13
3
7
13
11
5
13
13
12
11
7
6
14
4
1
7
1
7
3
5
14
3
10
10
9
5
3
6
3
13
8
8
12
11
1
9
10
11
6
10
9
7
11
9
1
1
10
8
8
4
9
1
7
11
5
9
13
3
3
6
9
13
6
7
3
13
14
14
4
7
5
9
6
6
11
13
7
13
2
10
9
12
10
11
13
3
11
13
13
13
8
13
3
5
14
8
2
11
6
10
11
13
9
5
6
4
13
11
5
6
5
1
6
3
2
2
4
7
5
1
3
11
5
4
3
3
14
12
3
11
6
7
4
12
3
6
3
7
14
3
9
3
9
13
10
13
9
11
5
5
10
9
9
8
1
6
5
1
3
7
6
13
14
9
8
11
6
10
8
4
12
7
10
1
7
12
1
14
3
13
4
3
12
12
14
10
5
5
1
3
1
1
9
7
11
7
13
4
4
11
5
6
3
3
1
11
6
10
9
13
3
12
9
11
13
10
2
12
8
11
6
7
5
1
1
9
11
3
1
13
9
13
13
10
5
1
9
5
12
7
9
11
13
6
10
1
5
5
4
7
7
6
5
10
12
4
7
8
11
4
11
5
1
11
3
12
5
9
13
7
11
8
13
10
4
6
9
8
7
2
11
11
1
3
6
6
14
13
9
6
9
5
8
7
10
9
1
8
6
4
4
13
5
1
11
5
13


0
7
10
3
8
11
1
3
1
11
3
1
5
7
6
7
6
13
6
4
4
6
6
10
8
5
5
13
1
11
8
5
9
9
1
7
9
9
2
11
7
13
9
8
13
11
1
1
12
12
3
9
10
5
6
7
5
9
5
4
11
13
4
3
11
4
10
3
14
7
2
6
6
5
10
1
3
12
2
13
12
5
10
14
8
9
13
5
1
5
1
1
7
1
8
6
7
9
14
9
1
9
13
4
3
13
5
4
10
1
7
13
9
5
3
9
11
9
5
12
1
6
7
11
6
7
10
5
7
8
7
3
10
12
7
1
8
8
9
10
11
13
13
4
3
5
6
5
5
12
9
4
9
1
10
11
11
10
6
13
6
1
1
9
4
13
3
9
9
13
6
10
12
11
4
2
11
9
9
13
8
5
7
10
4
5
1
1
5
12
7
9
6
7
6
9
1
7
8
4
8
8
5
9
12
13
6
6
4
4
8
9
7
14
9
10
9
5
1
1
7
3
3
11
1
8
7
13
10
8
8
9
4
7
9
3
2
10
3
3
7
8
3
6
10
11
13
14
1
1
5
6
5
4
9
8
7
5
13
10
6
9
5
7
13
13
5
12
1
11
12
12
5
3
1
6
9
1
5
8
3
12
13
13
10
4
2
1
11
8
13
2
9
4
13
6
13
1
3
9
2
13
2
3
12
11
1
12
7
3
4
11
7
7
7
6
8
14
6
10
13
7
11
1
7
3
9
6
8
6
6
10
1
6
1
12
11
3
8
6
12
7
6
7
6
4
6
9
6
6
12
12
7
13
13
5
4
9
1
6
1
6
7
11
4
1
9
8
11
4
9
12
6
9
9
13
3
10
14
1
4
9
7
9
4
11
13
11
6
6
5
14
9
11
9
3
1
3
3
11
6
8
9
6
10
4
9
4
4
9
9
9
9
10
7
4
3
4
6
2
12
13
9
13
7
13
5
13
3
9
11
6
1
6
13
9
13
2
5
9
12
11
7
2
10
1
7
13
13
6
5
12
5
4
10
4
3
1
10
13
9
1
3
3
12
7
7
2
10
10
11
9
2
3
13
7
6
5
5
7
6
11
2
9
4
8
1
10
14
4
13
5
6
13
4
13
10
8
6
10
9
12
4
9
4
7
4
9
9
13
7
4
4
5
1
2
11
14
1
5
9
11
12
1
9
10
10
13
2
8
3
10
4
10
11
2
6
13
7
5
11
5
3
11
14
8
7
10
10
1
1
5
12
10
10
12
1
11
9
1
13
12
2
14
9
9
12
12
8
12
12
7
11
11
14
